CENSUS_YEAR,COMM_CODE,DWELLING_CNT,RESIDENT_CNT,OCPD_DWELLING_CNT,VACANT_DWELLING_CNT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT
2003,POI,846,"1,341",815,27,662,0,0,0,4
2017,GRV,"1,123","2,036","1,032",70,389,4,1,12,4
2002,ING,"1,802","3,153","1,585",57,968,17,123,3,17
2007,PAN,"4,218","11,896","3,632",61,"3,473",1,495,5,24
2008,X01,98,313,85,5,90,0,7,0,1
2018,PKL,"1,446","3,682","1,422",13,"1,346",8,2,0,1
2005,HAR,"2,552","7,336","2,517",31,"2,409",4,0,0,0
2004,SAW,2,2,1,1,0,0,0,0,0
2011,SPR,"2,341","3,990","1,963",175,840,6,134,49,14
2008,CHR,728,"2,172",707,17,675,4,0,0,0
2012,SSD,"2,340","3,700","2,250",46,707,8,17,7,12
2007,FLI,62,101,60,0,60,0,0,1,1
2013,MID,"2,750","6,957","2,680",43,"1,808",1,21,3,2
2011,ARB,"3,905","10,762","3,790",105,"3,371",9,0,1,0
2013,SHS,866,"1,586",666,25,607,0,172,0,3
2014,CRM,473,"1,514",460,4,433,0,8,0,1
2011,UOC,926,"2,355",658,51,0,1,216,0,0
2009,SKE,0,0,0,0,0,0,0,0,0
2002,HAW,"3,326","11,011","3,308",17,"3,165",1,0,0,0
2015,PAN,"8,153","25,991","7,969",128,"6,638",7,39,7,3
2018,AUB,"5,993","17,249","5,807",108,"4,496",3,69,1,5
1998,VAF,26,46,22,0,10,0,0,,
2019,OGD,"3,875","8,568","3,712",119,"2,120",15,4,20,5
2007,GRI,5,0,1,1,0,1,0,1,1
1998,RUN,"3,577","11,963","3,519",51,"3,393",0,3,,
1999,ESH,1,1,1,0,1,0,0,0,
2006,SYV,"1,014","2,658",855,17,826,0,133,0,9
2008,COU,"1,425","3,613","1,393",29,"1,251",1,0,2,0
2019,DBC,0,0,0,0,0,0,0,0,0
2015,GBK,"3,312","7,590","3,096",117,"1,622",7,80,10,2
2005,FRA,3,4,2,1,0,0,0,0,0
2005,CRA,"1,636","3,857","1,391",52,"1,349",0,159,0,34
2003,CHV,487,319,212,98,160,0,175,0,2
2008,HAM,"2,468","8,068","2,441",19,"2,381",1,6,0,1
2010,PKL,"1,447","3,829","1,422",17,"1,361",7,1,0,0
2014,ALT,"4,537","9,514","4,200",156,"2,870",27,126,19,9
2012,MOR,"3,164","10,466","3,106",42,"2,593",7,0,9,0
2015,QPK,188,486,184,3,0,0,0,1,0
2000,ST2,4,15,4,0,2,0,0,0,
2014,GBK,"3,254","7,198","3,115",77,"1,583",11,15,26,10
2000,MIS,"2,604","3,664","2,492",76,570,24,0,1,
2017,SAW,2,0,2,0,0,0,0,0,0
2017,DRG,"1,509","4,086","1,477",26,"1,138",5,0,0,1
2009,MIS,"3,238","4,270","2,982",179,"1,064",22,30,17,8
1998,ST3,8,17,7,1,6,0,0,,
2014,MID,"2,748","6,956","2,682",27,"1,832",12,22,3,2
2017,HPK,"2,288","3,997","1,947",262,660,12,19,44,4
2019,TEM,"3,733","10,976","3,503",158,"2,460",33,3,24,12
2004,BOW,"5,189","11,283","4,920",239,"2,697",12,3,2,13
2019,CRM,673,"1,690",545,7,493,1,116,0,4
2001,FRA,3,4,2,1,0,0,0,0,0
2004,MRT,"3,545","11,551","3,443",98,"3,137",2,2,0,0
2008,RUT,976,"2,270",948,20,746,5,0,3,0
2004,X05,7,27,7,0,4,0,0,0,0
2011,MOP,"2,582","4,711","2,254",133,"1,322",19,42,124,10
2017,X13,30,51,25,4,41,0,0,0,1
2001,MNI,4,4,2,2,1,0,0,0,0
2000,WND,"2,292","3,791","2,149",105,726,0,33,2,
2019,MON,"2,013","4,505","1,845",87,"1,027",11,50,13,7
2011,MON,"1,790","3,682","1,591",119,840,1,51,24,4
2001,DOV,"4,355","11,131","4,126",215,"2,838",3,0,6,5
2013,SCA,338,894,321,13,286,4,0,0,0
2000,PKL,"1,359","4,188","1,348",2,"1,306",4,5,0,
1999,X12,1,3,1,0,0,0,0,0,
1999,CAN,"3,146","8,545","3,099",42,"2,544",0,2,3,
2017,DAL,"3,735","8,988","3,551",145,"2,257",16,4,14,5
2011,RCK,"1,635","3,175","1,425",157,427,6,16,28,3
2004,KEL,903,"2,227",885,17,487,1,0,0,0
2008,RDL,634,"1,576",593,21,467,8,9,2,1
2009,MCT,"5,818","14,068","5,574",116,"4,860",5,90,8,25
2013,KCA,"1,592","5,088","1,540",13,"1,441",0,36,0,3
2014,DRG,"1,502","4,165","1,476",19,"1,101",5,0,2,0
2001,PKD,878,"1,717",833,33,466,2,4,5,1
2017,HOR,5,27,4,1,0,0,0,0,0
2019,RVW,0,0,0,0,0,0,0,0,0
2001,X05,7,28,5,1,4,0,0,0,1
2008,ST4,4,0,4,0,0,0,0,0,0
2011,KIN,"2,378","4,417","2,250",102,791,11,0,10,5
2001,COV,"2,371","6,401","2,196",60,"2,131",0,96,0,19
1998,RAN,"2,951","8,495","2,931",19,"2,883",0,0,,
2005,APP,"2,022","6,025","1,905",37,"1,477",0,77,2,1
2008,RMT,558,"1,244",536,8,335,3,4,7,0
2014,TEM,"3,686","11,301","3,571",70,"2,461",12,3,29,1
2015,ACA,"5,030","11,053","4,870",124,"2,682",15,1,13,7
2011,GRV,"1,120","1,956","1,034",57,416,10,0,16,3
2008,X02,15,"1,298",11,1,18,0,3,0,0
1998,THO,"3,707","9,539","3,617",85,"3,369",0,0,,
2000,ST1,9,22,9,0,4,0,0,0,
2000,CRE,"3,454","5,800","3,289",128,"1,229",5,11,11,
2008,X07,0,35,0,0,47,0,0,0,0
2019,RID,342,594,305,27,228,4,2,1,3
2016,CLI,"1,357","1,925","1,222",104,328,9,6,8,8
2004,RCK,"1,573","3,169","1,400",152,438,6,1,8,6
2018,REN,"3,492","6,521","3,158",216,"1,748",20,53,40,5
2019,ALB,"3,010","6,996","2,789",177,819,18,10,12,4
1998,ROY,62,82,30,0,26,0,29,,
2000,CAS,"1,836","6,389","1,812",22,"1,369",1,0,0,
2008,RCK,"1,622","3,206","1,448",64,432,14,34,57,5
2019,ALT,"3,285","6,942","2,907",159,"1,928",13,172,23,11
2004,EPK,"1,216","3,484","1,162",18,"1,108",15,17,4,0
2013,RMT,565,"1,265",541,16,330,3,2,2,1
1999,PKL,"1,354","4,233","1,349",5,"1,306",0,0,0,
2012,EDG,"5,421","15,898","5,353",46,"4,676",14,0,5,3
2019,HIF,0,0,0,0,0,0,0,0,0
2014,EVN,"3,644","10,026","3,233",39,"2,970",4,334,0,34
2002,X12,14,21,11,1,2,1,0,0,1
2007,DNW,"1,635","2,635","1,564",26,833,12,0,3,30
1998,MPL,809,"2,187",808,1,804,0,0,,
2019,SPR,"2,431","4,672","2,247",148,841,12,10,5,9
1999,SRI,32,79,28,4,10,0,0,0,
2012,FAL,"3,478","10,381","3,313",140,"1,862",3,0,22,0
2001,RID,343,635,314,17,268,5,2,2,3
2003,FHT,"2,107","6,631","2,070",34,"1,469",1,0,1,1
2011,ROY,"3,939","10,976","3,753",90,"3,339",5,74,14,3
2009,CHR,728,"2,187",705,22,671,1,0,0,0
2013,ST2,1,0,0,1,0,0,0,0,0
2004,CAS,"1,868","6,180","1,797",67,"1,317",0,0,4,0
2011,LKB,"4,106","10,602","4,001",67,"3,585",14,11,7,6
2002,HAM,"2,222","7,120","2,117",28,"2,090",0,69,0,8
2019,ASP,"3,068","9,439","2,931",88,"2,455",5,35,1,8
1998,CIT,"1,562","4,355","1,443",4,"1,443",0,106,,
2015,PKH,889,"1,686",788,35,426,6,48,6,6
2019,SIL,"3,563","8,679","3,433",70,"2,791",21,34,3,2
2000,BED,"4,222","12,843","4,173",44,"3,325",1,0,0,
2004,WHI,"3,536","11,609","3,332",198,"2,639",4,0,2,0
2004,BEL,159,494,154,3,152,2,0,0,0
2004,SAN,"2,112","6,744","2,079",28,"1,918",1,0,4,0
2001,FLI,62,108,58,4,58,0,0,0,0
2016,LKB,"4,110","10,476","3,993",97,"3,549",15,2,3,0
2001,EFV,0,0,0,0,0,0,0,0,0
1998,GBK,"3,029","7,042","2,930",97,"2,701",0,0,,
2016,STD,2,0,1,0,0,0,0,1,0
2017,X04,0,27,0,0,47,0,0,0,0
2005,NEB,528,"1,206",420,4,411,0,96,0,8
2015,CRE,"3,647","6,374","3,405",134,"1,445",37,38,14,19
2018,SRI,16,44,13,1,0,0,0,0,2
2002,CHN,760,"1,256",743,12,99,0,0,0,5
2016,FHI,1,304,1,0,0,0,0,0,0
2004,VIC,0,0,0,0,0,0,0,0,0
2009,ST2,0,0,0,0,0,0,0,0,0
2012,MAL,"2,787","5,830","2,676",77,"1,469",12,1,20,1
2001,MOP,"2,419","4,627","2,232",129,"1,346",20,5,23,10
2008,FHI,1,0,1,0,0,0,0,0,0
2010,AYB,14,0,6,0,0,0,0,0,8
2010,CHK,587,"1,704",574,12,480,1,0,0,0
2016,CPF,"4,859","12,571","4,544",127,"3,943",3,162,1,22
2012,EFV,1,0,1,0,0,0,0,0,0
2007,MRT,"3,586","12,117","3,498",56,"3,026",15,0,16,1
2008,COA,"1,481","3,240","1,403",50,"1,245",25,0,1,2
2007,PAL,"1,706","3,291","1,670",17,"1,071",4,0,14,1
1999,GLA,"2,888","6,573","2,794",80,"1,773",9,0,0,
2007,ROX,163,415,151,3,142,2,7,0,0
2006,SNA,"2,128","3,354","1,996",78,485,34,11,2,7
2000,PEG,2,2,1,1,0,0,0,0,
2014,WND,"2,453","4,417","2,333",61,927,7,26,4,22
2015,PAT,"2,035","4,308","1,962",42,"1,511",8,22,0,1
2019,ERL,733,"1,263",702,12,433,9,2,1,7
2003,BRA,"2,541","6,382","2,510",29,"2,013",2,0,0,0
2010,ALT,"4,422","8,847","4,026",244,"2,710",25,64,52,11
1998,X13,3,9,3,0,2,0,0,,
2018,ASP,"3,007","9,421","2,941",40,"2,549",4,14,1,7
2002,NHV,959,"2,483",947,11,686,0,0,1,0
1999,MAN,172,267,153,16,9,0,0,0,
2001,COA,"1,458","3,317","1,409",42,"1,172",0,2,0,5
2005,ASP,250,510,155,26,150,0,69,0,0
2000,ERL,659,809,452,88,309,0,119,0,
2010,SOC,"2,221","3,746","1,948",136,923,26,62,38,11
2016,CHR,727,"2,153",719,6,665,1,1,0,0
2016,AYB,13,0,4,1,0,0,0,1,7
2004,SYV,335,625,215,15,201,0,89,0,16
2012,GTI,1,0,1,0,0,0,0,0,0
2008,EPK,"1,212","3,463","1,128",32,"1,041",19,21,11,1
2013,ERI,"2,464","7,151","2,399",49,"1,714",8,0,7,1
2016,SOC,"2,336","4,118","2,124",133,"1,054",14,37,19,9
2003,SCE,"2,919","9,594","2,896",19,"2,823",1,1,0,2
2007,S23,4,0,2,0,1,0,0,2,0
2005,MOP,"2,485","4,729","2,262",198,"1,338",1,23,1,0
2001,CHR,735,"2,320",720,8,692,0,7,0,0
2014,QPK,188,478,187,1,0,0,0,0,0
2013,NAW,3,0,2,1,0,0,0,0,0
2019,X03,18,48,16,1,18,0,0,0,1
2008,ALB,"2,681","6,192","2,536",49,831,17,6,68,5
2013,DIS,"1,650","4,332","1,602",46,"1,327",2,0,0,0
2003,BUR,2,2,1,1,0,0,0,0,0
2012,MON,"1,839","3,856","1,685",91,890,9,28,23,3
2015,X10,374,831,364,7,341,1,0,0,2
2019,CHV,"1,352","2,597","1,289",61,826,1,0,0,1
2013,X04,0,10,0,0,15,0,0,0,0
2000,LKB,"3,280","10,400","3,249",25,"3,125",5,0,0,
2015,SOC,"2,346","3,954","2,084",116,"1,055",54,67,13,12
2015,OAK,"2,290","5,756","2,251",31,"1,991",7,0,0,1
2008,X06,12,55,12,0,23,0,0,0,0
2013,MAL,"2,789","5,912","2,721",47,"1,412",3,0,15,3
1999,BDO,369,"1,107",368,0,338,1,0,0,
2006,EDG,"5,413","16,955","5,363",35,"4,823",15,0,0,0
2012,HUN,"5,580","13,208","5,348",125,"3,402",15,3,87,2
2010,CLI,"1,376","1,806","1,212",89,318,33,13,20,9
2011,DAL,"3,721","8,916","3,574",115,"2,390",15,0,13,4
2019,YKV,118,9,5,0,0,0,105,0,8
1998,ING,"1,518","2,814","1,407",56,"1,125",0,16,,
2018,X13,48,106,42,4,47,1,0,0,1
2016,PKH,900,"1,697",795,35,441,9,47,7,7
2019,X08,0,32,0,0,59,0,0,0,0
2012,CAM,930,"2,059",878,31,538,7,2,12,0
2000,STA,739,"2,084",722,14,384,0,0,0,
2006,CFL,512,492,236,25,145,0,241,0,10
2004,SUN,4,0,0,4,0,0,0,0,0
2003,HOU,937,"2,652",908,14,725,4,4,5,2
2008,FHT,"2,202","6,147","2,129",48,"1,380",7,0,16,2
1998,CHV,0,0,0,0,0,0,0,,
2017,SUN,7,46,3,4,0,0,0,0,0
2006,WND,"2,394","3,982","2,316",48,905,7,12,5,6
2013,SOW,"2,657","6,287","2,588",38,"1,504",16,0,15,0
2003,GRV,"1,104","2,094","1,037",64,395,0,0,0,3
2015,UMR,"1,069","2,510","1,002",37,740,11,19,0,0
2014,CRE,"3,615","6,228","3,370",150,"1,359",36,24,24,11
2014,RID,339,498,259,12,198,11,4,51,2
2000,CFL,234,647,218,13,0,0,0,0,
2002,MLI,1,2,1,0,0,0,0,0,0
2011,RAN,"3,050","7,529","2,941",93,"2,009",4,0,8,4
2006,SCE,"2,919","9,368","2,904",8,"2,837",4,0,2,1
2019,WIL,"2,291","5,328","2,233",37,"1,712",18,3,0,0
2002,DNC,"4,701","6,780","4,439",184,188,1,1,0,76
2000,BYV,249,702,245,3,242,1,0,0,
2006,FLN,"3,295","7,857","3,092",97,"1,193",12,0,86,8
2012,RED,917,"1,555",880,37,699,0,0,0,0
2004,PKD,"1,079","2,032",985,66,439,4,18,5,1
2007,SVO,425,137,52,0,45,0,352,1,20
2014,FRA,3,0,3,0,0,0,0,0,0
1998,TUX,"2,362","4,500","2,264",82,"1,706",0,3,,
2014,CHN,"1,397","1,831","1,201",68,275,27,0,1,100
2004,HIL,"2,917","5,578","2,727",156,"1,103",2,23,0,9
2012,SCA,343,880,317,7,274,9,4,5,1
2007,OGD,"4,009","8,732","3,629",48,"2,316",16,1,309,6
2012,SCE,"2,921","8,645","2,895",20,"2,780",3,0,1,2
2011,MEA,277,604,254,16,213,7,0,0,0
1999,STA,737,"2,069",731,6,380,0,0,0,
2003,X06,13,53,13,0,10,0,0,0,0
2014,BOW,"5,300","11,607","5,089",119,"2,472",48,20,17,7
2010,PIN,"3,796","9,743","3,613",156,"2,330",12,0,13,2
2006,GRE,501,983,481,8,447,0,0,12,0
2011,REN,"3,201","5,667","2,890",159,"1,622",24,29,91,8
2005,DIA,271,827,268,3,265,0,0,0,0
2013,EYA,776,"1,788",732,15,419,10,13,1,5
2014,HID,"3,867","11,874","3,839",24,"3,454",3,0,0,1
2009,GBP,0,0,0,0,0,0,0,0,0
1999,SIG,"4,074","10,423","3,838",60,"3,634",1,157,0,
2000,ST4,7,15,7,0,4,0,0,0,
2003,UMR,"1,070","2,653","1,019",24,782,18,7,1,1
2004,CAP,"2,150","3,900","1,958",170,775,2,4,14,2
2013,OGD,"3,878","8,825","3,729",99,"2,175",7,2,36,5
2002,CPF,23,6,2,0,1,0,21,0,0
2017,CED,"2,617","6,075","2,496",113,"1,886",6,0,1,1
2000,HOR,2,0,0,2,0,0,0,0,
2018,PIN,"3,899","9,822","3,696",171,"2,234",16,6,9,1
2016,RED,915,"1,727",890,23,704,1,0,0,1
2007,HUN,"5,521","13,835","5,390",77,"3,499",21,0,32,1
2012,MIS,"3,177","4,323","3,062",85,"1,024",16,0,4,10
2002,MIS,"2,719","3,746","2,548",131,662,10,6,2,22
2010,WIL,"2,282","5,306","2,232",33,"1,779",7,1,8,1
2000,CRA,105,119,44,13,42,0,30,0,
2003,CIT,"3,468","9,403","3,184",34,"3,069",0,249,0,1
2014,PKD,"1,035","2,339",933,51,535,9,36,5,1
2010,CFC,1,0,0,0,0,0,0,0,1
2018,SHI,150,235,137,10,124,3,0,0,0
2009,FVI,2,0,1,1,0,0,0,0,0
2000,HUN,"5,462","14,617","5,287",117,"3,498",2,51,5,
1998,LPK,624,"1,314",589,33,452,0,0,,
2000,KIN,"2,313","4,389","2,199",87,808,0,22,1,
1999,ROC,659,"1,384",496,32,476,0,108,0,
2019,HKS,1,0,1,0,0,0,0,0,0
2002,CAN,"3,164","8,435","3,124",35,"2,546",1,3,0,1
2011,ROC,"2,930","7,266","2,776",79,"2,480",4,71,0,0
2015,APP,"2,322","6,863","2,143",65,"1,376",4,101,9,0
2002,PIN,"3,700","10,266","3,548",70,"2,410",1,73,1,7
2014,HAM,"2,473","7,775","2,443",26,"2,335",3,0,0,1
2015,SCE,"2,927","8,542","2,898",21,"2,771",2,0,4,2
2003,WGT,"1,364","3,247","1,333",29,"1,033",2,0,0,0
2007,RED,917,"1,702",898,17,648,2,0,0,0
1998,COU,494,935,318,11,318,0,157,,
2001,ST1,5,13,5,0,2,0,0,0,0
2009,COP,0,0,0,0,0,0,0,0,0
1999,WOO,"2,399","7,125","2,373",25,"1,774",0,0,1,
2002,DGN,998,"2,922",990,5,957,0,3,0,0
2001,SPH,742,"1,927",659,38,628,1,41,0,3
2009,COR,"1,489","6,008","1,466",21,"1,373",1,0,1,0
2005,BLN,"11,758","16,360","10,470",811,"2,775",12,355,2,108
2004,TUX,"2,534","4,434","2,302",173,977,7,10,21,21
2006,SOW,"2,630","6,197","2,573",37,"1,604",10,1,9,0
2010,RAN,"3,046","7,484","2,910",123,"2,003",3,0,5,5
2015,ING,"2,342","3,930","2,080",135,"1,186",14,78,20,15
2019,GLA,"3,134","6,521","2,997",117,"1,664",10,0,6,4
2016,X09,6,73,4,0,43,0,0,0,2
2002,SCE,"2,911","9,608","2,877",16,"2,803",0,12,0,6
2018,GRI,5,144,4,1,0,0,0,0,0
2002,GRI,6,0,5,1,2,0,0,0,0
1998,WND,"2,213","3,840","2,163",40,"1,955",0,6,,
1999,X01,17,36,17,0,6,0,0,0,
2018,UND,249,681,183,64,0,2,0,0,0
2004,DOU,0,0,0,0,0,0,0,0,0
2014,BRE,"2,585","6,206","2,525",42,"1,654",10,2,5,1
2007,RMT,552,"1,270",530,7,340,10,1,4,0
2013,SAD,"3,916","15,221","3,743",86,"3,018",2,67,11,7
2015,QLD,"1,911","4,956","1,877",26,"1,435",5,0,3,0
2000,WHL,"2,704","5,296","2,593",79,"1,483",4,13,14,
2006,DAL,"3,706","9,098","3,640",50,"2,542",5,2,5,4
2016,OAK,"2,293","5,731","2,245",35,"1,979",13,0,0,0
2011,SHW,681,"2,108",591,35,538,1,50,0,4
1999,COL,959,"2,278",938,19,735,1,0,1,
2009,SAN,"2,117","6,476","2,087",26,"1,894",0,0,4,0
2018,NGM,"1,016","2,374",952,46,728,6,9,3,0
2018,ING,"2,403","4,067","2,191",118,"1,180",11,58,4,21
2008,SPR,"2,176","3,271","1,537",54,716,139,427,15,4
2009,RUT,976,"2,301",962,10,778,1,2,1,0
2012,WAL,450,935,368,1,359,0,67,0,14
2018,MOR,"3,207","10,656","3,137",56,"2,555",9,1,3,1
1999,ARB,"2,380","6,193","2,225",53,"2,135",1,89,1,
2011,MLR,"2,629","6,717","2,465",50,"2,060",111,0,2,1
2004,EAG,110,384,104,4,96,2,0,0,0
1999,SHI,156,347,155,1,142,0,0,0,
2014,OAK,"2,290","5,647","2,231",40,"1,973",17,0,0,2
2012,HAY,"3,637","6,943","3,490",74,"2,034",15,52,1,5
2016,DAL,"3,739","9,110","3,557",156,"2,296",14,4,6,2
1998,HPK,"1,962","3,792","1,898",59,"1,165",0,2,,
2006,CED,"2,600","6,441","2,561",33,"1,980",2,1,2,1
1998,SOM,"1,270","3,135","1,106",23,"1,104",0,124,,
2017,LKV,"2,369","5,535","2,301",41,"1,787",17,7,0,3
2019,LEG,"2,766","6,420","2,471",146,"1,826",1,114,5,29
2005,RAN,"2,969","7,726","2,896",67,"2,090",1,0,2,3
2007,ST1,4,0,3,0,3,0,0,1,0
2011,RMT,561,"1,205",518,24,331,5,0,14,0
2007,CLI,"1,355","1,845","1,203",18,304,114,3,10,7
2003,ST2,1,0,1,0,0,0,0,0,0
2015,GRI,5,129,3,1,0,0,0,0,1
2017,BLN,"17,521","23,219","14,716","2,245","4,395",59,236,28,237
2004,BRD,"2,405","4,595","2,215",137,836,5,5,27,16
2009,UNI,"1,379","2,969","1,334",35,415,1,0,5,4
2002,MCT,"1,978","3,963","1,573",19,"1,522",2,368,0,16
2016,HOU,"1,107","2,972","1,037",37,770,4,21,5,3
2006,MAF,157,473,153,1,151,2,0,1,0
2016,X07,0,43,0,0,60,0,0,0,0
2009,SGL,0,0,0,0,0,0,0,0,0
2001,PEG,2,2,1,1,0,0,0,0,0
2006,COL,955,"2,325",927,17,713,2,8,1,0
2019,HAY,"3,655","7,080","3,425",182,"1,834",21,1,10,16
2005,X08,0,0,0,0,0,0,0,0,0
2003,MRT,"3,471","10,850","3,300",64,"3,016",0,99,2,6
1999,COR,"1,125","4,078","1,014",19,"1,000",0,86,0,
1998,HOU,938,"2,612",912,21,873,0,2,,
2012,VIS,844,"2,204",816,27,377,0,0,1,0
2016,BLM,0,0,0,0,0,0,0,0,0
2009,VAF,6,11,5,0,0,0,0,0,1
2018,X09,358,786,343,9,346,3,0,0,3
2009,CHK,587,"1,725",577,9,477,1,0,0,0
2018,RID,341,607,305,22,236,10,2,0,2
2002,GBK,"3,110","7,080","3,011",78,"1,641",6,4,9,2
2019,HAM,"2,484","7,382","2,442",28,"2,256",5,6,0,3
2016,BNK,"3,538","5,158","3,164",298,923,12,13,12,39
2013,SCE,"2,922","8,579","2,887",22,"2,763",8,0,4,1
2013,PIN,"3,799","9,866","3,643",100,"2,226",14,1,27,14
2008,STR,"2,418","7,201","2,372",32,"2,204",9,5,0,0
2014,WIL,"2,284","5,440","2,242",27,"1,763",11,0,1,3
2006,SIG,"5,255","14,076","5,201",42,"4,980",6,1,2,3
2015,FLN,"3,394","8,179","3,116",171,969,25,23,50,9
2014,BUR,2,0,1,1,0,0,0,0,0
2019,CSC,970,"3,100",821,7,706,0,137,4,1
2000,GRI,6,10,5,1,2,0,0,0,
2001,SIG,"4,657","11,830","4,363",106,"4,144",0,159,0,29
2010,BRI,"4,114","11,317","3,924",155,"3,291",6,18,7,4
2018,MCI,0,0,0,0,0,0,0,0,0
2000,SHN,"2,816","8,560","2,659",14,"2,496",3,137,0,
2016,UNI,"1,373","2,874","1,309",57,405,1,2,0,4
2018,KSH,0,0,0,0,0,0,0,0,0
2000,MOP,"2,434","4,773","2,285",69,"1,384",8,3,67,
2010,WIN,"1,856","3,657","1,686",125,"1,040",11,14,20,0
2001,MID,"2,524","7,140","2,462",55,"1,834",3,2,0,2
2017,CRE,"3,876","6,195","3,370",432,"1,381",22,22,8,22
1999,SHG,837,"1,714",804,27,335,1,3,1,
2014,EPK,"1,208","3,123","1,017",36,927,64,20,66,5
2010,MON,"1,775","3,701","1,552",129,847,6,66,17,5
2016,RUN,"3,839","11,733","3,635",141,"2,172",20,9,30,4
2006,HOR,4,38,2,2,0,0,0,0,0
2014,ROY,"4,078","11,650","4,011",57,"3,450",5,2,0,3
2006,BRD,"2,817","5,042","2,487",106,"1,035",29,141,28,26
2012,FHI,2,298,1,1,0,0,0,0,0
2016,SOW,"2,667","6,282","2,546",96,"1,500",17,0,5,3
2014,DRN,"2,113","5,335","2,077",27,"1,628",8,0,0,1
2011,DBC,0,0,0,0,0,0,0,0,0
2014,SUN,7,96,5,2,0,0,0,0,0
2006,CIA,5,1,5,0,3,0,0,0,0
2019,MOR,"3,197","10,368","3,080",106,"2,484",9,2,0,0
2013,CIA,3,0,1,2,0,0,0,0,0
2016,NOL,"1,585","3,756","1,234",99,"1,114",1,223,0,28
2009,QLD,"1,889","4,962","1,837",36,"1,477",5,0,11,0
2015,ERL,716,"1,280",680,24,467,0,11,0,1
2017,BRA,"2,561","5,960","2,490",63,"1,926",5,0,2,1
2000,CHW,"1,492","3,765","1,485",6,"1,236",0,0,1,
2017,ERL,731,"1,297",694,29,450,2,3,1,2
2018,SET,692,325,2,2,0,0,676,0,12
2005,BDO,369,995,363,6,326,0,0,0,0
2006,MRT,"3,570","11,906","3,511",51,"3,111",4,0,4,0
2013,LKB,"4,105","10,535","4,004",62,"3,548",17,3,1,18
2015,BRI,"4,204","13,045","4,163",37,"3,396",2,0,1,1
2015,SGH,"2,022","4,570","1,595",23,"1,492",2,391,1,10
2011,X05,9,36,8,0,13,0,0,0,1
2016,FLN,"3,402","7,711","2,991",285,939,37,28,50,11
2003,HIL,"2,775","5,353","2,643",91,"1,090",23,8,0,10
2015,TUS,"6,507","19,737","6,455",48,"5,909",1,0,1,2
2008,PAL,"1,707","3,276","1,665",37,"1,057",1,1,0,3
2010,LKB,"4,106","10,735","4,017",59,"3,637",20,2,5,3
2005,CGR,"1,413","3,174","1,176",46,"1,154",0,178,0,13
2000,DIS,35,18,6,9,3,0,14,0,
2015,MAL,"2,808","6,157","2,678",74,"1,385",4,3,47,2
2000,BRA,"2,544","6,581","2,513",29,"1,976",2,0,0,
2003,SNA,"2,024","3,054","1,864",130,366,13,11,2,4
2004,ABB,"1,994","6,200","1,925",66,"1,458",0,0,3,0
2015,CFC,280,501,169,5,161,0,105,0,1
2019,MCI,0,0,0,0,0,0,0,0,0
2019,SHW,"2,079","6,241","1,978",79,"1,356",1,14,2,5
2011,X06,13,58,12,0,16,0,1,0,0
2001,GBK,"3,113","7,034","2,992",60,"1,614",0,46,12,3
2008,DRN,"2,101","5,622","2,070",28,"1,656",2,0,1,0
2012,DNW,"1,628","2,317","1,489",106,612,5,0,16,12
2000,MLI,2,202,2,0,0,0,0,0,
2016,SCA,337,909,319,11,273,3,1,3,0
2017,X08,0,22,0,0,57,0,0,0,0
2002,ABB,"2,006","6,574","1,963",25,"1,500",0,0,18,0
2003,RIV,"3,465","10,679","3,444",18,"3,306",2,0,0,1
2006,TAR,"3,012","9,959","2,757",36,"2,451",18,185,5,11
1998,DNC,"4,785","6,867","4,528",187,"4,472",0,0,,
2011,OSH,0,0,0,0,0,0,0,0,0
2010,SAD,"3,449","12,961","3,299",97,"2,809",1,39,11,2
2007,MLI,1,0,1,0,0,0,0,0,0
2009,MRT,"3,696","12,406","3,509",102,"2,955",10,57,18,0
2017,ROY,"4,083","11,677","4,001",75,"3,382",4,2,1,0
2015,EAG,110,534,100,6,97,2,2,0,0
2013,UOC,925,"2,812",869,39,6,17,0,0,0
2010,HIL,"3,435","5,948","3,032",145,"1,164",14,11,221,12
2015,SOM,"3,143","8,717","3,090",46,"2,436",3,0,2,2
2016,APP,"2,323","6,764","2,120",182,"1,375",6,0,15,0
2002,DIA,271,830,269,1,265,1,0,0,0
2018,OGD,"3,885","8,305","3,653",161,"2,131",30,3,33,5
2019,ING,"2,387","4,011","2,141",122,"1,154",15,67,9,33
2015,HOR,5,45,3,2,0,0,0,0,0
2005,GDL,"1,105","2,691","1,083",18,896,4,0,0,0
2005,RED,917,"1,752",897,20,636,0,0,0,0
2008,BRE,"2,575","6,195","2,491",44,"1,676",30,2,6,2
2019,SKR,"4,175","11,707","3,787",175,"2,636",2,202,2,7
2016,ALB,"2,994","6,673","2,719",229,928,17,11,14,4
2018,DOV,"4,871","10,514","4,560",272,"2,748",22,1,14,2
2008,SRI,32,59,28,4,7,0,0,0,0
2011,RUN,"3,826","11,029","3,605",134,"2,197",4,1,81,1
2019,MRL,"3,312","9,162","3,133",153,"1,878",11,0,12,3
2014,ARB,"3,931","10,987","3,875",51,"3,355",3,1,1,0
2013,CRA,"5,219","13,435","4,665",102,"4,113",5,397,4,46
